NPS Traffic Count Query Builder,,,,,,
,,,,,,
Park,Unit Code,Park Type,Region,Traffic Counter,Year,Traffic Count
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 112.2 (SR 24 LEFT),1988,"154,852"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 112.2 (SR 24 LEFT),1989,"183,753"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 121.3 (U.S. 220 LEFT),1988,"83,872"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 121.3 (U.S. 220 LEFT),1989,"164,786"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 121.5 (U.S. 220 RIGHT),1988,"246,823"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 121.5 (U.S. 220 RIGHT),1989,"192,695"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1988,"177,871"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.9 (U.S. 25 LEFT),1988,"225,150"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.9 (U.S. 25 LEFT),1989,"213,961"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 443.2 (U.S. 23-74 BALSAM GAP RIGHT),1988,"94,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 443.2 (U.S. 23-74 BALSAM GAP RIGHT),1989,"90,913"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 61.6 (STATE ROUTE 130 RIGHT),1988,"129,155"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 61.6 (STATE ROUTE 130 RIGHT),1989,"125,712"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 85.9 (SR 43 PEAKS OF OTTER RIGHT),1988,"133,720"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 85.9 (SR 43 PEAKS OF OTTER RIGHT),1989,"126,909"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT ARCH ROCK,1985,"292,950"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT ARCH ROCK,1986,"309,854"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT ARCH ROCK,1987,"351,265"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT ARCH ROCK,1988,"349,907"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT ARCH ROCK,1989,"356,733"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BADGER PASS,1985,"424,454"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BADGER PASS,1986,"175,926"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BADGER PASS,1987,"273,721"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BADGER PASS,1988,"203,819"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BADGER PASS,1989,"214,749"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG OAK FLAT,1985,"266,642"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG OAK FLAT,1986,"287,524"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG OAK FLAT,1987,"287,591"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG OAK FLAT,1988,"309,532"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG OAK FLAT,1989,"314,114"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG TREE,1985,"46,558"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG TREE,1986,"82,081"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG TREE,1987,"145,383"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG TREE,1988,"201,852"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT BIG TREE,1989,"165,980"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT HETCH HETCHY,1985,"30,714"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT HETCH HETCHY,1986,"44,128"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT HETCH HETCHY,1987,"39,471"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT HETCH HETCHY,1988,"21,619"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT HETCH HETCHY,1989,"22,783"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT SOUTH ENTRANCE,1985,"335,307"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT SOUTH ENTRANCE,1986,"296,084"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT SOUTH ENTRANCE,1987,"312,492"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT SOUTH ENTRANCE,1988,"342,425"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT SOUTH ENTRANCE,1989,"369,620"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT TIOGA PASS,1985,"174,716"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT TIOGA PASS,1986,"175,167"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT TIOGA PASS,1987,"212,006"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT TIOGA PASS,1988,"196,489"
Yosemite NP,YOSE,National Park,Pacific West ,TRAFFIC COUNT AT TIOGA PASS,1989,"192,989"
